"location.name","treatment.name","event.type","sample.id","lab.id.x","method","cas.number","analyte","result","units","dilution","result.reported.to","mdl","rl","flag","non.detect","duplicate","method.name","event.count","flow.vol.liter","long","lat","collected","received"
"AVRC STAR","CT2","Outflow","AV-CT2-01-OT-LC-D","HS23061142-06","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.7,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","CT2","Outflow","AV-CT2-01-OT-LC-D","HS23061142-06","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.17,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","CT2","Outflow","AV-CT2-01-OT-LC-D","HS23061142-06","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","CT2","Outflow","AV-CT2-01-OT-LC-D","HS23061142-06","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","CT2","Outflow","AV-CT2-01-OT-LC-D","HS23061142-06","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.564,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","CT2","Outflow","AV-CT2-01-OT-LC-D","HS23061142-06","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",534,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC","HS23061142-03","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.9,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC","HS23061142-03","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.31,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC","HS23061142-03","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC","HS23061142-03","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC","HS23061142-03","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.704,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC","HS23061142-03","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",538,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC-D","HS23061142-04","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.5,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC-D","HS23061142-04","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.33,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC-D","HS23061142-04","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC-D","HS23061142-04","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC-D","HS23061142-04","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.09,"mg/L",2,"RL",0.04,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST1","Outflow","AV-ST1-01-OT-LC-D","HS23061142-04","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",542,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC","HS23061142-07","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.6,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC","HS23061142-07","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.16,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC","HS23061142-07","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC","HS23061142-07","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC","HS23061142-07","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.869,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC","HS23061142-07","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",522,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC-D","HS23061142-08","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.6,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC-D","HS23061142-08","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.2,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC-D","HS23061142-08","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC-D","HS23061142-08","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC-D","HS23061142-08","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.612,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-LC-D","HS23061142-08","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",522,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC","HS23061142-09","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.8,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC","HS23061142-09","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.24,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC","HS23061142-09","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC","HS23061142-09","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC","HS23061142-09","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.01,"mg/L",2,"RL",0.04,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC","HS23061142-09","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",598,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC-D","HS23061142-10","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",5.4,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC-D","HS23061142-10","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.24,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC-D","HS23061142-10","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC-D","HS23061142-10","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC-D","HS23061142-10","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.797,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","ST2","Outflow","AV-ST2-01-OT-ISC-D","HS23061142-10","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",588,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB","HS23061142-11","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",3.6,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB","HS23061142-11","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.2,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB","HS23061142-11","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB","HS23061142-11","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB","HS23061142-11","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.544,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB","HS23061142-11","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",678,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB-D","HS23061142-13","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",4.3,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB-D","HS23061142-13","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.21,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB-D","HS23061142-13","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB-D","HS23061142-13","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB-D","HS23061142-13","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.833,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR",NA,"Inflow","AV-01-IN-GB-D","HS23061142-13","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",674,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2023-06-15 06:00:00,"17 Jun 2023 07:20"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC","HS23080215-01","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.83,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC","HS23080215-01","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC","HS23080215-01","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC","HS23080215-01","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.733,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC","HS23080215-01","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",784,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC","HS23080215-01","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",31,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC-D","HS23080215-02","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.86,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC-D","HS23080215-02","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
"AVRC STAR","CT1","Outflow","AV-CT1-03-OT-LC-D","HS23080215-02","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 3",NA,NA,NA,2023-08-01 23:00:00,"03 Aug 2023 08:00"
